Customer,ST,GENDER,Education,Customer Lifetime Value,Income,Monthly Premium Auto,Number of Open Complaints,Policy Type,Vehicle Class,Total Claim Amount,State,Gender
fh69597,oregon,f,high school or below,7172.070153,1970-01-01 00:00:00.000073836,1970-01-01 00:00:00.000000170,3,personal auto,luxury car,1970-01-01 00:00:00.000000553,california,f
ut76436,oregon,f,bachelor,3438.949322,1970-01-01 00:00:00.000055910,1970-01-01 00:00:00.000000086,0,personal auto,four-door car,1970-01-01 00:00:00.000000324,nevada,f
va94160,oregon,f,high school or below,5418.463878,1970-01-01 00:00:00.000043054,1970-01-01 00:00:00.000000068,0,personal auto,four-door car,1970-01-01 00:00:00.000000326,california,f
nj55678,oregon,f,bachelor,7824.492263,1970-01-01 00:00:00.000064543,1970-01-01 00:00:00.000000065,0,personal auto,four-door car,1970-01-01 00:00:00.000000200,arizona,f
oj60800,oregon,f,bachelor,7930.602564,1970-01-01 00:00:00.000075988,1970-01-01 00:00:00.000000067,0,personal auto,four-door car,1970-01-01 00:00:00.000000200,oregon,m
pg20605,oregon,f,college,9321.284825,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000064,0,personal auto,four-door car,1970-01-01 00:00:00.000000572,arizona,m
ut88283,oregon,f,college,2775.080095,1970-01-01 00:00:00.000029051,1970-01-01 00:00:00.000000073,0,personal auto,two-door car,1970-01-01 00:00:00.000000153,arizona,f
af48816,oregon,f,bachelor,5792.666316,1970-01-01 00:00:00.000087382,1970-01-01 00:00:00.000000072,0,personal auto,four-door car,1970-01-01 00:00:00.000000345,arizona,f
sy93381,oregon,f,college,3596.83011,1970-01-01 00:00:00.000030694,1970-01-01 00:00:00.000000091,1,personal auto,four-door car,1970-01-01 00:00:00.000000436,california,f
zi63885,oregon,f,high school or below,14713.52329,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000085,0,personal auto,four-door car,1970-01-01 00:00:00.000000877,washington,m
sd41771,oregon,f,high school or below,44520.13577,1970-01-01 00:00:00.000049259,1970-01-01 00:00:00.000000144,0,personal auto,sports car,1970-01-01 00:00:00.000000820,california,m
ig80910,oregon,f,high school or below,3071.784639,1970-01-01 00:00:00.000047528,1970-01-01 00:00:00.000000077,1,personal auto,four-door car,1970-01-01 00:00:00.000000277,oregon,f
ra62452,oregon,f,bachelor,8471.292552,1970-01-01 00:00:00.000070624,1970-01-01 00:00:00.000000106,0,corporate auto,suv,1970-01-01 00:00:00.000000049,nevada,m
ni88122,oregon,f,college,7205.019561,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000064,0,corporate auto,four-door car,1970-01-01 00:00:00.000000505,california,f
lg90006,oregon,f,doctor,11154.67599,1970-01-01 00:00:00.000031409,1970-01-01 00:00:00.000000093,0,personal auto,four-door car,1970-01-01 00:00:00.000000381,oregon,f
xz83249,oregon,f,high school or below,10168.27175,1970-01-01 00:00:00.000035504,1970-01-01 00:00:00.000000128,0,personal auto,suv,1970-01-01 00:00:00.000000404,nevada,f
ep26605,oregon,f,bachelor,5688.20499,1970-01-01 00:00:00.000044833,1970-01-01 00:00:00.000000072,0,personal auto,two-door car,1970-01-01 00:00:00.000000345,washington,f
lw29130,oregon,f,high school or below,5272.932008,1970-01-01 00:00:00.000024423,1970-01-01 00:00:00.000000067,0,corporate auto,two-door car,1970-01-01 00:00:00.000000321,washington,f
ud61088,oregon,f,bachelor,13799.05459,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000127,0,personal auto,suv,1970-01-01 00:00:00.000000609,california,m
uy81122,oregon,f,college,4167.994667,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000069,3,personal auto,four-door car,1970-01-01 00:00:00.000000433,oregon,f
ed87136,oregon,f,high school or below,4242.69282,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000061,0,personal auto,four-door car,1970-01-01 00:00:00.000000439,arizona,m
pk58026,oregon,f,bachelor,5736.45893,1970-01-01 00:00:00.000096917,1970-01-01 00:00:00.000000071,0,personal auto,two-door car,1970-01-01 00:00:00.000000373,nevada,f
od79784,oregon,f,bachelor,2679.686625,1970-01-01 00:00:00.000084450,1970-01-01 00:00:00.000000068,0,corporate auto,four-door car,1970-01-01 00:00:00.000000291,arizona,m
oo79691,oregon,f,college,11828.61437,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000111,0,personal auto,suv,1970-01-01 00:00:00.000000966,arizona,f
pe72393,oregon,f,high school or below,11905.06754,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000115,0,corporate auto,four-door car,1970-01-01 00:00:00.000000840,arizona,f
qg39997,oregon,f,college,4212.8026,1970-01-01 00:00:00.000010097,1970-01-01 00:00:00.000000110,0,personal auto,four-door car,1970-01-01 00:00:00.000000218,arizona,f
et45138,oregon,f,college,5553.18672,1970-01-01 00:00:00.000033255,1970-01-01 00:00:00.000000138,0,personal auto,sports car,1970-01-01 00:00:00.000000662,california,f
wp46383,oregon,f,bachelor,26538.57925,1970-01-01 00:00:00.000094132,1970-01-01 00:00:00.000000073,0,personal auto,four-door car,1970-01-01 00:00:00.000000350,oregon,f
fj12205,oregon,f,master,6511.467626,1970-01-01 00:00:00.000042602,1970-01-01 00:00:00.000000085,3,personal auto,two-door car,1970-01-01 00:00:00.000000063,oregon,m
ke42114,oregon,f,doctor,4730.355248,1970-01-01 00:00:00.000017250,1970-01-01 00:00:00.000000062,0,personal auto,four-door car,1970-01-01 00:00:00.000000175,nevada,m
co15448,oregon,f,college,2908.020838,1970-01-01 00:00:00.000074212,1970-01-01 00:00:00.000000073,0,personal auto,four-door car,1970-01-01 00:00:00.000000188,california,m
su31072,oregon,f,bachelor,4821.156466,1970-01-01 00:00:00.000085756,1970-01-01 00:00:00.000000061,0,personal auto,four-door car,1970-01-01 00:00:00.000000117,washington,m
lc87490,oregon,f,bachelor,2248.449633,1970-01-01 00:00:00.000024910,1970-01-01 00:00:00.000000063,1,personal auto,four-door car,1970-01-01 00:00:00.000000347,arizona,f
ot36536,oregon,f,bachelor,5232.454958,1970-01-01 00:00:00.000041596,1970-01-01 00:00:00.000000066,0,personal auto,four-door car,1970-01-01 00:00:00.000000316,oregon,m
de59454,oregon,f,bachelor,2557.585549,1970-01-01 00:00:00.000072202,1970-01-01 00:00:00.000000063,0,corporate auto,two-door car,1970-01-01 00:00:00.000000453,nevada,m
vs63956,oregon,f,bachelor,5871.175279,1970-01-01 00:00:00.000033967,1970-01-01 00:00:00.000000076,0,personal auto,four-door car,1970-01-01 00:00:00.000000364,california,m
tr39403,oregon,f,master,3681.978995,1970-01-01 00:00:00.000077951,1970-01-01 00:00:00.000000093,3,corporate auto,two-door car,1970-01-01 00:00:00.000000019,california,f
ab62982,oregon,f,doctor,5918.066128,1970-01-01 00:00:00.000077521,1970-01-01 00:00:00.000000073,0,personal auto,two-door car,1970-01-01 00:00:00.000000350,oregon,f
qp76867,oregon,f,college,16152.90489,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000109,0,personal auto,sports car,1970-01-01 00:00:00.000000852,oregon,m
mo41014,oregon,f,bachelor,4984.618655,1970-01-01 00:00:00.000086305,1970-01-01 00:00:00.000000062,0,corporate auto,four-door car,1970-01-01 00:00:00.000000080,arizona,m
ek56325,oregon,f,high school or below,6637.228238,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000092,2,personal auto,four-door car,1970-01-01 00:00:00.000000662,arizona,m
lb59405,oregon,f,high school or below,5979.724161,1970-01-01 00:00:00.000057693,1970-01-01 00:00:00.000000076,0,personal auto,four-door car,1970-01-01 00:00:00.000000547,california,f
ji37927,oregon,f,college,7736.457821,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000112,3,corporate auto,suv,1970-01-01 00:00:00.000000078,oregon,f
oj43280,oregon,f,bachelor,5644.474853,1970-01-01 00:00:00.000033137,1970-01-01 00:00:00.000000074,0,personal auto,two-door car,1970-01-01 00:00:00.000000472,california,m
yw43854,oregon,f,high school or below,6944.739992,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000068,0,personal auto,four-door car,1970-01-01 00:00:00.000000489,washington,m
al43475,oregon,f,college,7373.225991,1970-01-01 00:00:00.000044938,1970-01-01 00:00:00.000000170,0,personal auto,luxury car,1970-01-01 00:00:00.000000966,california,f
xy80192,oregon,f,high school or below,13979.09014,1970-01-01 00:00:00.000033617,1970-01-01 00:00:00.000000117,0,personal auto,four-door car,1970-01-01 00:00:00.000000761,oregon,m
pi71828,oregon,f,college,2395.968567,1970-01-01 00:00:00.000038460,1970-01-01 00:00:00.000000061,0,personal auto,four-door car,1970-01-01 00:00:00.000000191,arizona,m
rq94849,oregon,f,college,2387.858281,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000067,0,personal auto,four-door car,1970-01-01 00:00:00.000000482,california,m
jx93039,oregon,f,college,4883.335068,1970-01-01 00:00:00.000040171,1970-01-01 00:00:00.000000123,0,personal auto,suv,1970-01-01 00:00:00.000000576,washington,f
kf44948,oregon,f,high school or below,20496.69426,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000064,0,personal auto,four-door car,1970-01-01 00:00:00.000000307,washington,f
ok14812,oregon,f,doctor,2491.317024,1970-01-01 00:00:00.000036631,1970-01-01 00:00:00.000000062,0,personal auto,four-door car,1970-01-01 00:00:00.000000067,nevada,m
uv49359,oregon,f,bachelor,7372.230729,1970-01-01 00:00:00.000074335,1970-01-01 00:00:00.000000170,0,corporate auto,luxury car,1970-01-01 00:00:00.000000896,nevada,f
iz88103,oregon,f,bachelor,12625.27947,1970-01-01 00:00:00.000079421,1970-01-01 00:00:00.000000104,0,personal auto,four-door car,1970-01-01 00:00:00.000000115,california,f
qc27179,oregon,f,bachelor,5261.419836,1970-01-01 00:00:00.000038466,1970-01-01 00:00:00.000000068,0,personal auto,two-door car,1970-01-01 00:00:00.000000204,oregon,m
vc47959,oregon,f,college,4895.811925,1970-01-01 00:00:00.000054495,1970-01-01 00:00:00.000000061,0,personal auto,four-door car,1970-01-01 00:00:00.000000182,arizona,f
bn45584,oregon,f,college,4034.926461,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000112,0,special auto,sports car,1970-01-01 00:00:00.000000806,oregon,f
yp53257,oregon,f,bachelor,10179.71704,1970-01-01 00:00:00.000014290,1970-01-01 00:00:00.000000170,0,personal auto,luxury suv,1970-01-01 00:00:00.000000966,oregon,f
vp84987,oregon,f,college,17497.52201,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000073,0,personal auto,two-door car,1970-01-01 00:00:00.000000350,california,m
lk57934,oregon,f,bachelor,10569.62547,1970-01-01 00:00:00.000045776,1970-01-01 00:00:00.000000089,0,personal auto,four-door car,1970-01-01 00:00:00.000000095,nevada,m
av49798,oregon,f,college,7842.865664,1970-01-01 00:00:00.000094263,1970-01-01 00:00:00.000000098,0,personal auto,four-door car,1970-01-01 00:00:00.000000112,arizona,m
rd73104,oregon,f,high school or below,7942.448548,1970-01-01 00:00:00.000012181,1970-01-01 00:00:00.000000108,0,personal auto,four-door car,1970-01-01 00:00:00.000000591,washington,f
iz17303,oregon,f,bachelor,17002.02246,1970-01-01 00:00:00.000097268,1970-01-01 00:00:00.000000085,0,personal auto,four-door car,1970-01-01 00:00:00.000000035,california,m
pk79296,oregon,f,college,2602.212965,1970-01-01 00:00:00.000028995,1970-01-01 00:00:00.000000067,0,personal auto,four-door car,1970-01-01 00:00:00.000000321,california,f
va82895,oregon,f,high school or below,4112.841668,1970-01-01 00:00:00.000025030,1970-01-01 00:00:00.000000113,4,personal auto,sports car,1970-01-01 00:00:00.000000542,oregon,f
wc66749,oregon,f,college,5213.068893,1970-01-01 00:00:00.000012613,1970-01-01 00:00:00.000000070,0,personal auto,four-door car,1970-01-01 00:00:00.000000336,oregon,f
jo68735,oregon,f,bachelor,2292.791874,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000064,0,personal auto,two-door car,1970-01-01 00:00:00.000000460,california,f
ja55700,oregon,f,high school or below,3933.813993,1970-01-01 00:00:00.000025927,1970-01-01 00:00:00.000000103,0,personal auto,suv,1970-01-01 00:00:00.000000674,california,m
ix97339,oregon,f,college,9234.277026,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000134,0,corporate auto,suv,1970-01-01 00:00:00.000000643,arizona,f
dh93540,oregon,f,college,4650.063763,1970-01-01 00:00:00.000028215,1970-01-01 00:00:00.000000065,0,personal auto,two-door car,1970-01-01 00:00:00.000000468,oregon,m
kv56995,oregon,f,bachelor,3954.344534,1970-01-01 00:00:00.000018375,1970-01-01 00:00:00.000000103,0,personal auto,sports car,1970-01-01 00:00:00.000000535,nevada,m
pa15141,oregon,f,high school or below,6953.952351,1970-01-01 00:00:00.000043221,1970-01-01 00:00:00.000000087,0,special auto,four-door car,1970-01-01 00:00:00.000000398,california,f
fc48492,oregon,f,bachelor,2876.775085,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000084,0,personal auto,four-door car,1970-01-01 00:00:00.000000849,california,m
zj29643,oregon,f,doctor,6265.343299,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000084,1,personal auto,four-door car,1970-01-01 00:00:00.000000481,washington,f
ec22495,oregon,f,high school or below,3145.456489,1970-01-01 00:00:00.000052082,1970-01-01 00:00:00.000000079,0,personal auto,four-door car,1970-01-01 00:00:00.000000379,oregon,m
ro87000,oregon,f,high school or below,2688.878609,1970-01-01 00:00:00.000050719,1970-01-01 00:00:00.000000068,0,personal auto,four-door car,1970-01-01 00:00:00.000000394,california,m
yu35148,oregon,f,bachelor,4749.127521,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000123,0,personal auto,suv,1970-01-01 00:00:00.000000590,washington,f
bw51534,oregon,f,high school or below,8364.502793,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000110,0,corporate auto,suv,1970-01-01 00:00:00.000000528,california,f
er50891,oregon,f,high school or below,3450.328786,1970-01-01 00:00:00.000039248,1970-01-01 00:00:00.000000087,0,personal auto,four-door car,1970-01-01 00:00:00.000000386,california,m
lm63497,oregon,f,college,2935.838245,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000082,0,personal auto,four-door car,1970-01-01 00:00:00.000000590,oregon,f
de71115,oregon,f,high school or below,2772.502139,1970-01-01 00:00:00.000068463,1970-01-01 00:00:00.000000070,1,personal auto,four-door car,1970-01-01 00:00:00.000000336,washington,m
ax71238,oregon,f,high school or below,3963.40327,1970-01-01 00:00:00.000038096,1970-01-01 00:00:00.000000099,0,personal auto,two-door car,1970-01-01 00:00:00.000000475,california,m
iz50034,oregon,f,college,8062.546117,1970-01-01 00:00:00.000042124,1970-01-01 00:00:00.000000101,0,personal auto,suv,1970-01-01 00:00:00.000000484,washington,m
ar75105,oregon,f,college,7805.31287,1970-01-01 00:00:00.000021073,1970-01-01 00:00:00.000000106,1,personal auto,suv,1970-01-01 00:00:00.000000508,california,f
lx77880,oregon,f,bachelor,4855.773614,1970-01-01 00:00:00.000024149,1970-01-01 00:00:00.000000061,0,personal auto,four-door car,1970-01-01 00:00:00.000000292,oregon,f
pq72803,oregon,f,high school or below,2886.451602,1970-01-01 00:00:00.000010312,1970-01-01 00:00:00.000000078,0,personal auto,four-door car,1970-01-01 00:00:00.000000486,washington,f
pv99529,oregon,f,bachelor,2724.430809,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000077,0,personal auto,two-door car,1970-01-01 00:00:00.000000404,arizona,m
uw10841,oregon,f,bachelor,9976.24549,1970-01-01 00:00:00.000074115,1970-01-01 00:00:00.000000063,0,personal auto,four-door car,1970-01-01 00:00:00.000000275,california,m
uo93347,oregon,f,high school or below,3755.260251,1970-01-01 00:00:00.000034624,1970-01-01 00:00:00.000000095,0,personal auto,four-door car,1970-01-01 00:00:00.000000270,california,m
wk46492,oregon,f,bachelor,9642.214529,1970-01-01 00:00:00.000036108,1970-01-01 00:00:00.000000128,2,personal auto,suv,1970-01-01 00:00:00.000000614,arizona,f
do70918,oregon,f,high school or below,4573.998134,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000127,0,special auto,sports car,1970-01-01 00:00:00.000000914,nevada,f
kg71396,oregon,f,high school or below,4017.055485,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000118,0,corporate auto,two-door car,1970-01-01 00:00:00.000000959,nevada,m
mi16758,oregon,f,high school or below,12052.88693,1970-01-01 00:00:00.000043184,1970-01-01 00:00:00.000000102,0,personal auto,suv,1970-01-01 00:00:00.000000376,nevada,f
at98182,oregon,f,doctor,2525.419695,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000067,0,corporate auto,four-door car,1970-01-01 00:00:00.000000146,california,f
gp67583,oregon,f,college,8207.777598,1970-01-01 00:00:00.000035349,1970-01-01 00:00:00.000000102,0,personal auto,four-door car,1970-01-01 00:00:00.000000489,arizona,m
dy73849,oregon,f,bachelor,4569.8758,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000124,0,personal auto,suv,1970-01-01 00:00:00.000000250,california,f
ur42360,oregon,f,bachelor,16979.79757,1970-01-01 00:00:00.000035095,1970-01-01 00:00:00.000000073,0,personal auto,two-door car,1970-01-01 00:00:00.000000525,california,m
ik74329,oregon,f,high school or below,18061.91837,1970-01-01 00:00:00.000013164,1970-01-01 00:00:00.000000070,0,personal auto,two-door car,1970-01-01 00:00:00.000000075,arizona,f
wj20394,oregon,f,high school or below,5191.047011,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000141,0,corporate auto,suv,1970-01-01 00:00:00.000000676,nevada,m
pf26758,oregon,f,college,6271.315156,1970-01-01 00:00:00.000094880,1970-01-01 00:00:00.000000079,3,special auto,four-door car,1970-01-01 00:00:00.000000347,oregon,f
dk81475,oregon,f,college,4619.449922,1970-01-01 00:00:00.000095301,1970-01-01 00:00:00.000000114,0,personal auto,suv,1970-01-01 00:00:00.000000547,nevada,m
dk93464,oregon,f,bachelor,8571.480718,1970-01-01 00:00:00.000056202,1970-01-01 00:00:00.000000107,0,personal auto,two-door car,1970-01-01 00:00:00.000000513,nevada,f
xs76166,oregon,f,college,3245.479985,1970-01-01 00:00:00.000035592,1970-01-01 00:00:00.000000082,0,personal auto,two-door car,1970-01-01 00:00:00.000000496,oregon,f
tz76531,oregon,f,high school or below,12489.21197,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000113,0,personal auto,four-door car,1970-01-01 00:00:00.000000542,california,m
rc22595,oregon,f,college,3799.746262,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000102,0,personal auto,four-door car,1970-01-01 00:00:00.000000489,arizona,f
ia90990,oregon,f,high school or below,10004.74874,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000089,0,corporate auto,two-door car,1970-01-01 00:00:00.000000640,california,f
qq69088,oregon,f,doctor,5577.669457,1970-01-01 00:00:00.000011097,1970-01-01 00:00:00.000000073,0,corporate auto,two-door car,1970-01-01 00:00:00.000000350,washington,m
ed59130,oregon,f,bachelor,16705.10312,1970-01-01 00:00:00.000074900,1970-01-01 00:00:00.000000170,0,personal auto,luxury suv,1970-01-01 00:00:00.000000966,arizona,m
sc90717,oregon,f,doctor,31864.8589,1970-01-01 00:00:00.000023576,1970-01-01 00:00:00.000000089,0,personal auto,four-door car,1970-01-01 00:00:00.000000383,california,m
pp36346,oregon,f,high school or below,3708.811428,1970-01-01 00:00:00.000023393,1970-01-01 00:00:00.000000095,0,corporate auto,four-door car,1970-01-01 00:00:00.000000456,nevada,f
ju75786,oregon,f,master,7203.133626,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000095,0,personal auto,two-door car,1970-01-01 00:00:00.000000149,oregon,f
tu68427,oregon,f,high school or below,2649.658715,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000073,0,personal auto,two-door car,1970-01-01 00:00:00.000000350,arizona,f
yd28431,oregon,f,master,6991.614179,1970-01-01 00:00:00.000066346,1970-01-01 00:00:00.000000087,1,personal auto,four-door car,1970-01-01 00:00:00.000000078,california,f
my56715,oregon,f,bachelor,3380.712383,1970-01-01 00:00:00.000058109,1970-01-01 00:00:00.000000086,0,corporate auto,two-door car,1970-01-01 00:00:00.000000412,oregon,m
nf60680,oregon,f,high school or below,20096.89337,1970-01-01 00:00:00.000092766,1970-01-01 00:00:00.000000071,0,personal auto,two-door car,1970-01-01 00:00:00.000000379,arizona,f
bd70337,oregon,f,high school or below,24706.92011,1970-01-01 00:00:00.000026307,1970-01-01 00:00:00.000000073,0,personal auto,four-door car,1970-01-01 00:00:00.000000313,california,m
dm77491,oregon,f,bachelor,7416.466665,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000069,0,personal auto,four-door car,1970-01-01 00:00:00.000000238,oregon,m
ev57176,oregon,f,high school or below,5605.380417,1970-01-01 00:00:00.000021171,1970-01-01 00:00:00.000000072,0,corporate auto,four-door car,1970-01-01 00:00:00.000000345,california,f
cq76876,oregon,f,college,13749.37083,1970-01-01 00:00:00.000082753,1970-01-01 00:00:00.000000114,0,personal auto,four-door car,1970-01-01 00:00:00.000000264,california,f
qi89498,oregon,f,college,2203.588481,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000064,0,personal auto,four-door car,1970-01-01 00:00:00.000000757,oregon,f
bh43020,oregon,f,bachelor,3369.71211,1970-01-01 00:00:00.000039754,1970-01-01 00:00:00.000000085,0,personal auto,four-door car,1970-01-01 00:00:00.000000062,california,m
ec66666,oregon,f,college,7296.493236,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000067,0,personal auto,two-door car,1970-01-01 00:00:00.000000321,arizona,f
eo74797,oregon,f,bachelor,7840.646748,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000076,1,personal auto,four-door car,1970-01-01 00:00:00.000000364,arizona,f
ia30254,oregon,f,high school or below,14837.50253,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000070,0,corporate auto,four-door car,1970-01-01 00:00:00.000000712,nevada,m
kc79907,oregon,f,college,7441.004843,1970-01-01 00:00:00.000091915,1970-01-01 00:00:00.000000170,0,personal auto,luxury car,1970-01-01 00:00:00.000000093,arizona,f
xw34862,oregon,f,master,11981.98481,1970-01-01 00:00:00.000021514,1970-01-01 00:00:00.000000062,0,special auto,two-door car,1970-01-01 00:00:00.000000257,nevada,f
ri76930,oregon,f,college,4163.04081,1970-01-01 00:00:00.000043276,1970-01-01 00:00:00.000000104,0,personal auto,suv,1970-01-01 00:00:00.000000499,california,f
xz40716,oregon,f,high school or below,8054.982035,1970-01-01 00:00:00.000075531,1970-01-01 00:00:00.000000102,0,personal auto,four-door car,1970-01-01 00:00:00.000000489,california,f
zc75052,oregon,f,bachelor,22658.53652,1970-01-01 00:00:00.000023665,1970-01-01 00:00:00.000000067,0,personal auto,four-door car,1970-01-01 00:00:00.000000404,california,m
dh51686,oregon,f,bachelor,4048.722426,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000118,0,personal auto,four-door car,1970-01-01 00:00:00.000000566,arizona,f
hj89045,oregon,f,bachelor,10288.92495,1970-01-01 00:00:00.000096337,1970-01-01 00:00:00.000000127,0,personal auto,suv,1970-01-01 00:00:00.000000609,california,f
dj34695,oregon,f,high school or below,21920.81339,1970-01-01 00:00:00.000060180,1970-01-01 00:00:00.000000170,0,corporate auto,luxury car,1970-01-01 00:00:00.000000966,california,m
kr89806,oregon,f,high school or below,16468.22079,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000063,0,personal auto,four-door car,1970-01-01 00:00:00.000000685,oregon,f
ox62816,oregon,f,master,5167.357134,1970-01-01 00:00:00.000030376,1970-01-01 00:00:00.000000066,0,personal auto,four-door car,1970-01-01 00:00:00.000000316,washington,m
wm36886,oregon,f,master,5757.442258,1970-01-01 00:00:00.000088997,1970-01-01 00:00:00.000000072,0,corporate auto,four-door car,1970-01-01 00:00:00.000000174,california,m
be92692,oregon,f,bachelor,2487.777024,1970-01-01 00:00:00.000069236,1970-01-01 00:00:00.000000063,1,personal auto,four-door car,1970-01-01 00:00:00.000000110,oregon,m
jv79596,oregon,f,bachelor,14594.45235,1970-01-01 00:00:00.000027627,1970-01-01 00:00:00.000000063,0,special auto,two-door car,1970-01-01 00:00:00.000000453,oregon,f
ka49711,oregon,f,bachelor,5320.343098,1970-01-01 00:00:00.000077524,1970-01-01 00:00:00.000000068,3,corporate auto,four-door car,1970-01-01 00:00:00.000000064,nevada,m
yi68606,oregon,f,high school or below,2442.200921,1970-01-01 00:00:00.000075449,1970-01-01 00:00:00.000000061,0,corporate auto,two-door car,1970-01-01 00:00:00.000000130,oregon,f
au11344,oregon,f,bachelor,5142.389806,1970-01-01 00:00:00.000035666,1970-01-01 00:00:00.000000131,0,personal auto,suv,1970-01-01 00:00:00.000000312,oregon,f
bg42047,oregon,f,college,2511.944048,1970-01-01 00:00:00.000017658,1970-01-01 00:00:00.000000065,0,personal auto,four-door car,1970-01-01 00:00:00.000000312,nevada,m
cf73234,oregon,f,high school or below,2629.315549,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000071,0,corporate auto,four-door car,1970-01-01 00:00:00.000000340,oregon,m
ve85103,oregon,f,college,2449.128459,1970-01-01 00:00:00.000020567,1970-01-01 00:00:00.000000072,4,personal auto,four-door car,1970-01-01 00:00:00.000000345,nevada,m
ln99977,oregon,f,college,4061.997378,1970-01-01 00:00:00.000030061,1970-01-01 00:00:00.000000104,0,special auto,sports car,1970-01-01 00:00:00.000000499,california,f
cr56473,oregon,f,high school or below,5252.511788,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000074,0,corporate auto,four-door car,1970-01-01 00:00:00.000000532,nevada,m
yp32443,oregon,f,bachelor,4372.194536,1970-01-01 00:00:00.000020354,1970-01-01 00:00:00.000000116,0,personal auto,suv,1970-01-01 00:00:00.000000556,oregon,m
mq46375,oregon,f,bachelor,15320.21872,1970-01-01 00:00:00.000036637,1970-01-01 00:00:00.000000170,0,corporate auto,luxury car,1970-01-01 00:00:00.000000921,oregon,m
vu30980,oregon,f,high school or below,9657.579498,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000131,0,personal auto,suv,1970-01-01 00:00:00.000000628,california,m
jx50349,oregon,f,college,2472.469209,1970-01-01 00:00:00.000063860,1970-01-01 00:00:00.000000062,0,personal auto,four-door car,1970-01-01 00:00:00.000000208,oregon,f
dh34004,oregon,f,college,6191.402312,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000170,3,personal auto,luxury car,1970-01-01 00:00:00.000000955,california,m
du66880,oregon,f,high school or below,13583.6249,1970-01-01 00:00:00.000058544,1970-01-01 00:00:00.000000114,0,personal auto,four-door car,1970-01-01 00:00:00.000000769,arizona,m
qh87479,oregon,f,high school or below,27528.31132,1970-01-01 00:00:00.000054586,1970-01-01 00:00:00.000000076,0,personal auto,two-door car,1970-01-01 00:00:00.000000122,oregon,f
mf87270,oregon,f,high school or below,2952.581331,1970-01-01 00:00:00.000057248,1970-01-01 00:00:00.000000074,0,personal auto,four-door car,1970-01-01 00:00:00.000000355,california,f
px99904,oregon,f,bachelor,4949.389491,1970-01-01 00:00:00.000000000,1970-01-01 00:00:00.000000134,0,corporate auto,sports car,1970-01-01 00:00:00.000000964,california,f
td43065,oregon,f,bachelor,8209.924674,1970-01-01 00:00:00.000066037,1970-01-01 00:00:00.000000069,0,personal auto,four-door car,1970-01-01 00:00:00.000000069,california,m
du39756,oregon,f,master,4170.687348,1970-01-01 00:00:00.000029462,1970-01-01 00:00:00.000000107,1,corporate auto,suv,1970-01-01 00:00:00.000000513,nevada,f
